iter	MAE
0	0.1988875697
1	0.1931991652
2	0.1872757616
3	0.182250789
4	0.1785111788
5	0.1737615047
6	0.1693140346
7	0.1652730303
8	0.1611459663
9	0.1568342771
10	0.153235402
11	0.1501417213
12	0.1463851087
13	0.1434042734
14	0.1401951747
15	0.1374888608
16	0.1346841212
17	0.1328124857
18	0.1311604429
19	0.1306355692
20	0.1284808091
21	0.1264353805
22	0.1244897883
23	0.1229778532
24	0.1206195243
25	0.1190618215
26	0.1174891367
27	0.116259651
28	0.1148940815
29	0.1131543634
30	0.1115608027
31	0.1101256257
32	0.108757622
33	0.1074439323
34	0.106263305
35	0.1052859477
36	0.1045224441
37	0.1034046449
38	0.1023926611
39	0.1014015403
40	0.1007227781
41	0.09977393971
42	0.09903127803
43	0.09846221837
44	0.09755517629
45	0.09663258995
46	0.0960779544
47	0.09513233625
48	0.09446363755
49	0.0938309025
50	0.09335839689
51	0.09266315537
52	0.09226536974
53	0.09175556115
54	0.09105276909
55	0.09065620867
56	0.09026702259
57	0.08972366166
58	0.08933900056
59	0.08884466146
60	0.08860180839
61	0.0878180031
62	0.08752860822
63	0.08693753172
64	0.08655260887
65	0.08619929678
66	0.08556436758
67	0.08509981351
68	0.08474331019
69	0.08435619002
70	0.08384594936
71	0.08347888331
72	0.08338623368
73	0.08301499469
74	0.08275218616
75	0.08220550233
76	0.081879806
77	0.0815705836
78	0.08102368312
79	0.08071285737
80	0.08039947864
81	0.08020214396
82	0.07988223835
83	0.07966598474
84	0.07940390256
85	0.07931399185
86	0.07901621677
87	0.07853473795
88	0.07816795678
89	0.07782398139
90	0.07763989849
91	0.07739718327
92	0.07719024814
93	0.07699156501
94	0.0765482067
95	0.07613482687
96	0.07568729508
97	0.07550461441
98	0.07515625807
99	0.07488768433
100	0.07462151811
101	0.07454472311
102	0.07430586173
103	0.07409340577
104	0.07388660666
105	0.07358521785
106	0.07333904594
107	0.07310631182
108	0.07287216915
109	0.07259776539
110	0.07244911959
111	0.07230096857
112	0.07210446383
113	0.07191131895
114	0.07180753208
115	0.07145629036
116	0.07126617597
117	0.07096293977
118	0.07070176149
119	0.07053766615
120	0.07031911187
121	0.06998478801
122	0.06985081191
123	0.06972775272
124	0.06946828213
125	0.06936543847
126	0.06934244226
127	0.06921820705
128	0.06903745993
129	0.06896127623
130	0.06882098244
131	0.06880676691
132	0.06877698974
133	0.06869668223
134	0.06852537584
135	0.06837233193
136	0.06829673031
137	0.06822077728
138	0.06813846024
139	0.06812668676
140	0.06781562815
141	0.06777439148
142	0.06769620103
143	0.06763159891
144	0.06738076814
145	0.06728485029
146	0.06721276465
147	0.06712340775
148	0.06709078119
149	0.06699240546
150	0.06682108195
151	0.06661770218
152	0.0664654637
153	0.06634803303
154	0.06624552455
155	0.06613217149
156	0.06601764548
157	0.06590705705
158	0.06583118595
159	0.06574340226
160	0.06558389151
161	0.06546448693
162	0.06533560654
163	0.06519677722
164	0.06511391027
165	0.0649909293
166	0.0649031077
167	0.06482074267
168	0.06474975472
169	0.06464376603
170	0.06452052495
171	0.06440691305
172	0.06437210521
173	0.06424435654
174	0.06423622132
175	0.06415997639
176	0.0640496679
177	0.06401480527
178	0.06381262413
179	0.06376978566
180	0.06357483273
181	0.06352145624
182	0.06342660693
183	0.06324255512
184	0.06317969819
185	0.06304402975
186	0.06294631957
187	0.062786279
188	0.06271727748
189	0.06251935066
190	0.06230192765
191	0.06218093968
192	0.06203420679
193	0.06200764737
194	0.06198332154
195	0.06194964531
196	0.06186446411
197	0.06161911634
198	0.06151826141
199	0.06138204182
200	0.06134827434
201	0.06125209552
202	0.06117154561
203	0.0611382932
204	0.06098014096
205	0.06075627774
206	0.06068436308
207	0.06052536516
208	0.06035176081
209	0.06023805352
210	0.06019505975
211	0.06016902361
212	0.06006091414
213	0.06000955919
214	0.05997051449
215	0.05994522597
216	0.05991484026
217	0.0599010901
218	0.05986180621
219	0.05980550875
220	0.05973306484
221	0.05969413097
222	0.05957194689
223	0.05954981656
224	0.05949147862
225	0.05945117766
226	0.05924317981
227	0.0591598742
228	0.05907740357
229	0.05898374545
230	0.05886647965
231	0.05876773407
232	0.05871763715
233	0.05869061173
234	0.05851644219
235	0.05845561255
236	0.05834547979
237	0.05821053491
238	0.05811775249
239	0.0580863669
240	0.05799002832
241	0.05794901654
242	0.05787856633
243	0.05769131705
244	0.05767564928
245	0.05765762279
246	0.0576004196
247	0.05759237005
248	0.05752406489
249	0.05748911971
250	0.05734455088
251	0.05725187707
252	0.05722983267
253	0.05705890483
254	0.05691608753
255	0.05687171198
256	0.05685070095
257	0.05674649758
258	0.0567043239
259	0.05668975671
260	0.05666781279
261	0.05648095322
262	0.0564519896
263	0.05633512173
264	0.05626425593
265	0.05622203923
266	0.05616640586
267	0.05614176526
268	0.05602543449
269	0.05597913383
270	0.05596514885
271	0.0558789385
272	0.05579162334
273	0.05578325227
274	0.05569683956
275	0.05565758412
276	0.05564303129
277	0.05562889216
278	0.05561461704
279	0.05558121672
280	0.05555936848
281	0.05555541763
282	0.05545918918
283	0.05544128526
284	0.0554270514
285	0.05528867169
286	0.05527086344
287	0.05520798053
288	0.05518011743
289	0.05516265069
290	0.05514503186
291	0.0550517877
292	0.05503729148
293	0.05490598098
294	0.0548635617
295	0.0548416267
296	0.05470978268
297	0.05465251033
298	0.05463503675
299	0.05455807975
300	0.05453453413
301	0.05451552982
302	0.05450486701
303	0.05447685184
304	0.05446014881
305	0.054413601
306	0.05439106594
307	0.05436504146
308	0.05433463233
309	0.05430637334
310	0.05429158297
311	0.05422943601
312	0.05421395285
313	0.05420277173
314	0.05417024291
315	0.05413423739
316	0.05411426848
317	0.05410500826
318	0.05401286973
319	0.05398768887
320	0.05395119033
321	0.05394665141
322	0.05390634898
323	0.05388600131
324	0.05385664991
325	0.05384097687
326	0.05379961006
327	0.05369537566
328	0.05365043221
329	0.05360295927
330	0.05359780605
331	0.0535260798
332	0.05351377246
333	0.05348892674
334	0.05346334646
335	0.05342631501
336	0.0534209835
337	0.05336356989
338	0.05335016328
339	0.05333383615
340	0.05332612373
341	0.05330965612
342	0.05329187941
343	0.05313354478
344	0.05305446973
345	0.05298931444
346	0.05296934364
347	0.0529542527
348	0.05292623532
349	0.0527626176
350	0.05270877873
351	0.05269289355
352	0.0526871731
353	0.05266378535
354	0.05264243342
355	0.0526279434
356	0.05259909117
357	0.05255254955
358	0.05254244387
359	0.05242632498
360	0.05222389015
361	0.0521922193
362	0.05218534264
363	0.0521597266
364	0.05212941265
365	0.05204581042
366	0.05196222574
367	0.05190716579
368	0.05177615499
369	0.05176617526
370	0.0516909763
371	0.05158267847
372	0.05153626865
373	0.05146807566
374	0.05142549258
375	0.05140845724
376	0.05137763953
377	0.05136427714
378	0.05135353087
379	0.05128946774
380	0.05124477103
381	0.05117626211
382	0.05111692717
383	0.05108697989
384	0.0510695992
385	0.05103786016
386	0.0510002628
387	0.05099594486
388	0.05096561737
389	0.05095795467
390	0.05093360456
391	0.05092316105
392	0.05091322057
393	0.05087462969
394	0.05085607823
395	0.05080725403
396	0.05077888723
397	0.05068948948
398	0.05068207754
399	0.05065714974
400	0.0506369291
401	0.05058738068
402	0.05055634627
403	0.05053486318
404	0.05050116039
405	0.05046751193
406	0.05044237715
407	0.05033500089
408	0.05032715011
409	0.05026539012
410	0.05020651166
411	0.05000111453
412	0.04996601434
413	0.04984412289
414	0.04982002297
415	0.04980110648
416	0.04976286005
417	0.04973458706
418	0.04968153377
419	0.04961690599
420	0.04951060815
421	0.04950248013
422	0.0494948318
423	0.04946166338
424	0.04945388796
425	0.0494220907
426	0.04940438202
427	0.04937100032
428	0.04931070411
429	0.04925560062
430	0.04911916182
431	0.04902678015
432	0.0489968553
433	0.04893734682
434	0.04891920159
435	0.04890354458
436	0.04886595342
437	0.04878356131
438	0.04874413747
439	0.0487293432
440	0.04867154371
441	0.04863647577
442	0.04861761363
443	0.04860670993
444	0.0483965463
445	0.0483806312
446	0.04837617183
447	0.04833327638
448	0.04831667141
449	0.048276871
450	0.0482477352
451	0.04819459129
452	0.04816333694
453	0.04812504882
454	0.04805894721
455	0.04804780467
456	0.04803383606
457	0.04802209708
458	0.0479900635
459	0.04795113282
460	0.04792994148
461	0.04791013718
462	0.04786114465
463	0.04781961352
464	0.04776733022
465	0.04774200544
466	0.04767678383
467	0.04755183046
468	0.04748056774
469	0.04741834889
470	0.04740094363
471	0.04737274253
472	0.04727904037
473	0.04722855686
474	0.04720032947
475	0.04715915605
476	0.04711666587
477	0.0471082744
478	0.04708795795
479	0.04707264731
480	0.04695083458
481	0.04684187748
482	0.04674754755
483	0.04664113752
484	0.04657977725
485	0.04657338008
486	0.04653453281
487	0.0464777128
488	0.04642841321
489	0.0463491732
490	0.04631436862
491	0.0462738971
492	0.04618114812
493	0.04613641451
494	0.04611969359
495	0.0460349842
496	0.0459842785
497	0.04595600766
498	0.04584902043
499	0.04583843899
500	0.04572084921
501	0.04562760121
502	0.04560945597
503	0.0455950555
504	0.04557334082
505	0.04556201808
506	0.04553997316
507	0.04551676527
508	0.04546429877
509	0.04545516609
510	0.04537067968
511	0.04536557213
512	0.04535408622
513	0.04531613295
514	0.04531087952
515	0.04526151569
516	0.04516372431
517	0.04514914787
518	0.04510936412
519	0.04499737321
520	0.04497681537
521	0.04488324282
522	0.04486576171
523	0.0448481519
524	0.04476009703
525	0.04472432426
526	0.04469485137
527	0.04463302943
528	0.04462197234
529	0.04461497134
530	0.04460705095
531	0.04456982257
532	0.04456441344
533	0.04452137847
